Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,species_100_abundance_10000000_dominance_1_A10000000_R75,species_100_abundance_10000000_dominance_1_A10000000_R150,species_100_abundance_10000000_dominance_1_A10000000_R300,species_100_abundance_10000000_dominance_1_A10000000_R1000
Bacteria,Bacillota,Clostridia,Eubacteriales,NA,Fenollaria,Fenollaria sporofastidiosus,Fenollaria sporofastidiosus,786,2,1,0,2
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum prostatecancerukia,Varibaculum prostatecancerukia,2165,34,3,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis,Porphyromonas endodontalis,1592,0,0,2,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Arenibaculum,Arenibaculum pallidiluteum,Arenibaculum pallidiluteum,168,3,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Symbiopectobacterium,Candidatus Symbiopectobacterium endolongispinus,Candidatus Symbiopectobacterium endolongispinus,419,1,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella oris,Segatella oris,1827,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter sakazakii,616,422612,446614,464032,468760
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sedimentimangrovi,Shewanella sedimentimangrovi,1847,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia kristensenii,Yersinia kristensenii,2236,4,0,5,0
Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Nitrogeniibacter,Nitrogeniibacter aestuarii,Nitrogeniibacter aestuarii,1333,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia pneumoniae,Leclercia pneumoniae,1056,5,3,5,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,Nocardia noduli,Nocardia noduli,1335,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tenebrionicola,Tenebrionicola larvae,Tenebrionicola larvae,2090,4,4,4,2
Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Caviibacterium,Caviibacterium pharyngocola,Caviibacterium pharyngocola,430,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella perminowiae,Rahnella perminowiae,1726,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella rivi,Rahnella rivi,1727,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio pelagius,Vibrio pelagius,2184,11,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia testudinis,Ottowia testudinis,1377,8,1,0,2
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas schmalbachii,Pseudomonas schmalbachii,1688,17,10,11,6
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sanguinis,Bacillus sanguinis,236,5820,102870,6309,14
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paramobilis,Bacillus paramobilis,229,1490,2169,1395,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus hominis,Bacillus hominis,215,1306,863,963,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus toyakuensis,Streptococcus toyakuensis,2037,1728,1188,1094,546
Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sagittula,Sagittula salina,Sagittula salina,1804,6,3,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Gottfriedia,Gottfriedia endophytica,Gottfriedia endophytica,852,6,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Chelatococcus asaccharovorans,Chelatococcus asaccharovorans,438,0,0,2,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia gardini,Paraburkholderia gardini,1460,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas silvisoli,Collimonas silvisoli,481,5,1,0,0
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium haemolyticum,Arcanobacterium haemolyticum,162,61931,61522,61770,61666
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium parakroppenstedtii,Corynebacterium parakroppenstedtii,573,11,3,6,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella,Ideonella benzenivorans,Ideonella benzenivorans,909,0,1,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Neobacillus,Neobacillus rhizophilus,Neobacillus rhizophilus,1325,0,0,2,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pongonis,Bifidobacterium pongonis,306,182,164,135,122
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium saguinibicoloris,Bifidobacterium saguinibicoloris,316,13,7,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium simiiventris,Bifidobacterium simiiventris,322,2,1,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium miconis,Bifidobacterium miconis,297,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pluvialisilvae,Bifidobacterium pluvialisilvae,305,4,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium miconisargentati,Bifidobacterium miconisargentati,298,27,13,13,14
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia radicincitans,Kosakonia radicincitans,967,22,5,19,0
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria cossartiae,Listeria cossartiae,1145,78,94,46,24
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter quasimori,Enterobacter quasimori,731,337,353,254,140
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus laiwuensis,Lactobacillus laiwuensis,1023,0,0,2,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus ovalis,Peptoniphilus ovalis,1540,0,1,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hallella,Hallella faecis,Hallella faecis,873,20,11,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas botevensis,Pseudomonas botevensis,1640,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas ekonensis,Pseudomonas ekonensis,1654,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas muyukensis,Pseudomonas muyukensis,1677,0,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,Neisseria subflava,1315,640,609,297,132
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei,384,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aromaticivorans,Pseudomonas aromaticivorans,1635,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,Comamonas testosteroni,500,3365,2011,1556,1002
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vulneris,Streptococcus vulneris,2045,965,598,393,174
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium canifelinum,Fusobacterium canifelinum,816,14580,12518,9762,7144
Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas folli,Sphingomonas folli,1888,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Chitinilyticum,Chitinilyticum piscinae,Chitinilyticum piscinae,443,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria ilorinensis,Listeria ilorinensis,1148,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Symbiopectobacterium,Symbiopectobacterium purcellii,Symbiopectobacterium purcellii,2083,3,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus dongyingensis,Metabacillus dongyingensis,1241,136,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Sutcliffiella,Sutcliffiella deserti,Sutcliffiella deserti,2079,0,2,2,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus armenti,Macrococcus armenti,1185,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas uvaldensis,Pseudomonas uvaldensis,1699,0,1,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lapidilactobacillus,Lapidilactobacillus concavus,Lapidilactobacillus concavus,1051,0,2,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus rhizoplanae,Bacillus rhizoplanae,234,57,32,78,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Sutcliffiella,Sutcliffiella rhizosphaerae,Sutcliffiella rhizosphaerae,2081,2,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Pseudoneobacillus,Pseudoneobacillus rhizosphaerae,Pseudoneobacillus rhizosphaerae,1703,0,2,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella ansorpii,Bordetella ansorpii,334,7,13,7,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus milii,Furfurilactobacillus milii,814,0,0,1,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia artesiana,Yersinia artesiana,2229,2,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia proxima,Yersinia proxima,2241,0,0,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,Pseudocitrobacter corydidari,Pseudocitrobacter corydidari,1618,753,449,396,238
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas pseudonitroreducens,Pseudomonas pseudonitroreducens,1684,3,0,0,0
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Tannockella,Tannockella kyphosi,Tannockella kyphosi,2086,4,0,0,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus ihuae,Anaerococcus ihuae,123,13,2,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Intestinirhabdus,Intestinirhabdus alba,Intestinirhabdus alba,913,52,26,15,14
Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Mediannikoviicoccus,Mediannikoviicoccus vaginalis,Mediannikoviicoccus vaginalis,1225,32,34,13,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Huaxiibacter,Huaxiibacter chinensis,Huaxiibacter chinensis,894,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus innexi,Xenorhabdus innexi,2219,4,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus szentirmaii,Xenorhabdus szentirmaii,2221,3,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,Citrobacter koseri,462,35,37,14,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas wenzhouensis,Pseudomonas wenzhouensis,1701,7,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter psychrochitiniphilus,Arthrobacter psychrochitiniphilus,179,5,2,2,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus shinii,Staphylococcus shinii,1936,0,10,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter chinensis,Lysobacter chinensis,1182,1,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria tiliae,Brenneria tiliae,356,30,7,3,0
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,Flavonifractor plautii,804,0,0,3,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,Bacillus altitudinis,200,1,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus arlettae,Staphylococcus arlettae,1900,16,13,12,4
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus auricularis,Staphylococcus auricularis,1902,42,15,1,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus caprae,Staphylococcus caprae,1907,520,464,427,486
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus cohnii,Staphylococcus cohnii,1910,16,10,5,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saprophyticus,Staphylococcus saprophyticus,1934,35,21,21,42
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus alactolyticus,Streptococcus alactolyticus,1950,2,7,10,0
Bacteria,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella morbillorum,Gemella morbillorum,838,674,739,832,976
Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum,Dolosigranulum pigrum,684,3,0,0,0
Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium yuhuli,Phormidium yuhuli,1557,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas albilineans,Xanthomonas albilineans,2211,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella gandavensis,Snodgrassella gandavensis,1870,0,2,2,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia rohdei,Yersinia rohdei,2243,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio navarrensis,Vibrio navarrensis,2183,0,0,1,0
Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus indigens,Azoarcus indigens,189,1,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas bisphenolicum,Sphingomonas bisphenolicum,1886,3,0,0,0
Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Gallintestinimicrobium,Gallintestinimicrobium propionicum,Gallintestinimicrobium propionicum,828,1,0,0,0
Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Laedolimicola,Laedolimicola ammoniilytica,Laedolimicola ammoniilytica,1047,2,0,0,0
Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Muriventricola,Muriventricola aceti,Muriventricola aceti,1284,2,0,0,0
Bacteria,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Agathobaculum,Agathobaculum ammoniilyticum,Agathobaculum ammoniilyticum,91,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,Enterobacter ludwigii,727,373,362,370,246
Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia ureilytica,Serratia ureilytica,1843,2,0,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus dokdonensis,Virgibacillus dokdonensis,2191,2,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apis,Lactobacillus apis,1009,4,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Roseateles saccharophilus,Roseateles saccharophilus,1774,1,0,0,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus,Schleiferilactobacillus harbinensis,Schleiferilactobacillus harbinensis,1816,2,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,Ralstonia solanacearum,1733,59,10,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium,Corynebacterium jeikeium,558,584,475,498,590
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus simiae,Staphylococcus simiae,1937,11,6,1,8
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides pyogenes,Bacteroides pyogenes,252,22,15,10,0
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus massiliensis,Streptococcus massiliensis,1995,70,40,21,14
Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus,Streptococcus gallolyticus,1972,1,3,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio salmonicida,Aliivibrio salmonicida,103,12,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis lurida,Amycolatopsis lurida,118,4,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium immobile,Phenylobacterium immobile,1554,2,0,0,0
Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,Amedibacillus dolichus,Amedibacillus dolichus,113,0,5,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas otitidis,Pseudomonas otitidis,1679,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter denitrificans,Achromobacter denitrificans,8,15,6,10,2
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella dura,Pseudoduganella dura,1623,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella albidiflava,Pseudoduganella albidiflava,1621,0,2,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella plicata,Pseudoduganella plicata,1625,3,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella lutea,Pseudoduganella lutea,1624,2,0,0,0
Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter vinelandii,Azotobacter vinelandii,198,1,0,0,0
Bacteria,Mycoplasmatota,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma tabanidicola,Spiroplasma tabanidicola,1892,2,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lasalocidi,Streptomyces lasalocidi,2059,7,13,17,8
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia choica,Caballeronia choica,401,7,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria zoodegmatis,Neisseria zoodegmatis,1319,1,0,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii,Ralstonia pickettii,1731,13209,12738,12443,11480
Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Winkia,Winkia neuii,Winkia neuii,2205,1,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus globerulus,Rhodococcus globerulus,1754,3,0,0,0
Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum,Cutibacterium granulosum,647,5,2,0,0
Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saccharolyticus,Staphylococcus saccharolyticus,1933,7,4,0,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus hydrogenalis,Anaerococcus hydrogenalis,122,18,8,33,12
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus indolicus,Peptoniphilus indolicus,1534,18,9,0,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus lacrimalis,Peptoniphilus lacrimalis,1535,0,20,2,6
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra,Parvimonas micra,1496,80,23,44,214
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii,130,5,0,0,0
Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus vaginalis,Anaerococcus vaginalis,134,52,5,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria perflava,Neisseria perflava,1311,842,468,398,252
Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella xiamenensis,Shewanella xiamenensis,1848,0,1,0,0
Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea magnusonii,Aquitalea magnusonii,160,1,0,0,0
Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium mesosinicum,Rhizobium mesosinicum,1752,1,0,0,0
