Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_10_1,Healthy_stool_10_10,Healthy_stool_10_100,Healthy_stool_10_50,Healthy_stool_100_1,Healthy_stool_100_100,Healthy_stool_100_50
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,g_Methylobacterium,Methylobacterium,1525,NA,NA,3,1,NA,1,NA
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum,Methylobacterium aquaticum,1526,7,9,3,7,3,3,3
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum extorquens,Methylobacterium extorquens,1527,1,1,5,4,3,5,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium nodulans,Methylobacterium nodulans,1528,1,7,4,4,4,3,1
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum populi,Methylobacterium populi,1529,1,4,3,4,1,4,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium radiotolerans,Methylobacterium radiotolerans,1530,10,6,5,9,1,3,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 4-46,Methylobacterium sp. 4-46,1531,4,11,1,4,2,2,5
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. AMS5,Methylobacterium sp. AMS5,1532,4,1,7,5,3,5,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. C1,Methylobacterium sp. C1,1533,7,6,3,7,1,3,4
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,g_Methyloceanibacter,Methyloceanibacter,1534,NA,NA,2,NA,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,Methyloceanibacter caenitepidi,1535,4,5,9,3,NA,NA,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocella,Methylocella silvestris,Methylocella silvestris,1536,1,2,1,NA,1,2,3
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,Methylococcus capsulatus,Methylococcus capsulatus,1537,5,2,5,3,NA,NA,1
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,g_Methylocystis,Methylocystis,1538,NA,NA,2,NA,NA,NA,NA
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,Methylocystis sp. SC2,Methylocystis sp. SC2,1539,NA,1,2,1,NA,1,1
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium,Methylotuvimicrobium alcaliphilum,Methylomicrobium alcaliphilum,1540,NA,9,3,2,2,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas denitrificans,Methylomonas denitrificans,1541,2,1,4,6,NA,5,5
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas methanica,Methylomonas methanica,1542,2,2,1,1,NA,2,NA
NA,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas sp. DH-1,Methylomonas sp. DH-1,1543,6,7,5,9,5,3,4
NA,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga frappieri,Methylophaga frappieri,1544,2,3,2,3,1,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga nitratireducenticrescens,Methylophaga nitratireducenticrescens,1545,2,4,2,1,2,1,NA
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,Methylophilus sp. TWE2,Methylophilus sp. TWE2,1546,2,NA,2,1,1,2,NA
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera mobilis,Methylotenera mobilis,1547,2,2,3,NA,1,1,NA
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera versatilis,Methylotenera versatilis,1548,1,NA,1,1,NA,2,3
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,g_Methyloversatilis,Methyloversatilis,1549,NA,NA,NA,1,NA,NA,NA
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis sp. RAC08,Methyloversatilis sp. RAC08,1550,4,7,6,6,8,5,5
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus glucosotrophus,Methylovorus glucosotrophus,1551,2,3,NA,2,2,NA,NA
NA,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus sp. MP688,Methylovorus sp. MP688,1552,3,3,2,2,2,NA,NA
NA,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,Micavibrio,Micavibrio aeruginosavorus,Micavibrio aeruginosavorus,1553,7,1,2,1,4,3,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,f_Microbacteriaceae,f_Microbacteriaceae,Microbacteriaceae,1554,NA,1,NA,1,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium aurantiacum,Microbacterium chocolatum,1555,1,NA,NA,NA,NA,1,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. BH-3-3-3,Microbacterium sp. BH3-3-3,1556,NA,3,4,2,NA,2,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. CGR1,Microbacterium sp. CGR1,1557,1,1,2,NA,2,5,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. No. 7,Microbacterium sp. No. 7,1558,2,1,5,3,2,4,1
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. PAMC 28756,Microbacterium sp. PAMC 28756,1559,5,9,3,3,2,1,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. XT11,Microbacterium sp. XT11,1560,2,4,5,2,3,1,2
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium testaceum,Microbacterium testaceum,1561,2,7,5,4,5,6,3
NA,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer aggregans,Microbulbifer sp. CCB-MM1,1562,6,7,7,6,4,2,4
NA,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer thermotolerans,Microbulbifer thermotolerans,1563,3,4,3,2,3,NA,3
NA,Actinomycetota,Actinomycetes,Micrococcales,o_Micrococcales,o_Micrococcales,o_Micrococcales,Micrococcales,1564,NA,1,NA,NA,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,g_Micrococcus,Micrococcus,1565,NA,NA,NA,NA,NA,1,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,Micrococcus luteus,1566,2,5,7,2,2,2,1
NA,Cyanobacteriota,Cyanophyceae,Coleofasciculales,Coleofasciculaceae,Allocoleopsis,Allocoleopsis franciscana,Microcoleus sp. PCC 7113,1567,4,NA,2,1,3,2,1
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,Microcystis aeruginosa,1568,1,NA,2,3,3,2,2
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis panniformis,Microcystis panniformis,1569,1,1,2,3,2,2,2
NA,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus,Microlunatus phosphovorus,1570,5,9,2,4,3,2,4
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,g_Micromonospora,Micromonospora,1571,NA,NA,NA,NA,NA,1,NA
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora aurantiaca (nom. illeg.),Micromonospora aurantiaca,1572,11,6,7,1,10,2,2
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. L5,Micromonospora sp. L5,1573,6,6,8,2,6,NA,4
NA,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,f_Micromonosporaceae,f_Micromonosporaceae,Micromonosporaceae,1574,1,NA,NA,NA,2,NA,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microterricola,g_Microterricola,Microterricola,1575,NA,NA,1,NA,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microterricola,Microterricola viridarii,Microterricola viridarii,1576,5,6,11,2,3,2,7
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Mitsuaria sp. 7,Mitsuaria sp. 7,1577,2,4,9,8,2,4,5
NA,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii,Mobiluncus curtisii,1578,1,NA,NA,1,9,8,15
NA,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Modestobacter,g_Modestobacter,Modestobacter,1579,1,NA,NA,1,2,NA,NA
NA,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter marinus,Modestobacter marinus,1580,2,3,7,2,2,4,4
NA,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Molluscipoxvirus,Molluscipoxvirus molluscum,Molluscum contagiosum virus subtype 1,1581,NA,NA,NA,1,NA,NA,NA
NA,Cyanobacteriota,Cyanophyceae,Coleofasciculales,Coleofasciculaceae,Moorena,Moorena producens,Moorea producens,1582,2,3,NA,4,4,NA,NA
NA,Bacillota,Clostridia,Neomorellales,Neomoorellaceae,Neomoorella,Neomoorella thermoacetica,Moorella thermoacetica,1583,1,4,3,6,3,1,2
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella catarrhalis,1584,3,2,1,4,3,NA,2
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella osloensis,Moraxella osloensis,1585,NA,NA,3,1,NA,1,1
NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella ovis,Moraxella ovis,1586,NA,2,1,NA,NA,NA,NA
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,Morganella morganii,1587,NA,2,2,3,2,1,NA
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella viscosa,Moritella viscosa,1588,NA,NA,NA,NA,2,5,NA
NA,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. PAMC 26640,Mucilaginibacter sp. PAMC 26640,1589,7,8,5,6,6,3,3
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,Mucinivorans hirudinis,Mucinivorans hirudinis,1590,17,17,12,12,16,9,12
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas lutaonensis,Muricauda lutaonensis,1591,5,5,1,3,1,1,1
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas ruestringensis,Muricauda ruestringensis,1592,3,3,3,4,2,6,8
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,g_Mycobacterium,Mycobacterium,1593,1,NA,2,NA,2,1,NA
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacterium abscessus,1594,6,6,5,8,2,4,7
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,Mycobacterium africanum,1595,1,4,1,1,NA,1,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Mycobacterium avium,1596,4,13,9,7,1,5,4
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,Mycobacterium bovis,1597,1,4,1,1,NA,1,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium canetti,Mycobacterium canettii,1598,1,3,1,1,NA,1,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides chelonae,Mycobacterium chelonae,1599,2,2,2,4,2,NA,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,Mycobacterium chimaera,1600,1,2,4,4,NA,NA,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium chubuense,Mycobacterium chubuense,1601,1,4,7,1,2,2,NA
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fortuitum,Mycobacterium fortuitum,1602,5,4,3,4,1,1,6
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium gilvum,Mycobacterium gilvum,1603,7,6,4,3,2,NA,4
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium goodii,Mycobacterium goodii,1604,2,4,4,11,1,3,4
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium haemophilum,Mycobacterium haemophilum,1605,5,5,4,5,4,1,4
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides immunogenum,Mycobacterium immunogenum,1606,2,2,4,1,2,1,4
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,Mycobacterium indicus pranii,1607,1,2,4,1,NA,NA,3
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,Mycobacterium intracellulare,1608,NA,5,5,2,NA,NA,5
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium kansasii,Mycobacterium kansasii,1609,3,3,5,1,1,1,6
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium leprae,Mycobacterium leprae,1610,2,1,1,1,2,NA,NA
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium liflandii,Mycobacterium liflandii,1611,NA,2,2,1,4,4,5
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium marinum,Mycobacterium marinum,1612,1,4,2,1,4,4,6
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,Mycobacterium neoaurum,1613,3,7,3,3,2,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Fromanvirus,Mycobacterium phage 20ES,Mycobacterium phage 20ES,1614,NA,NA,2,NA,1,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,Vilmaviridae,Faithunavirus,Faithunavirus archie,Mycobacterium phage Archie,1615,NA,NA,1,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Barnyardvirus,Barnyardvirus barnyard,Mycobacterium phage Barnyard,1616,NA,1,1,NA,NA,NA,1
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Bernalvirus,Bernalvirus bernal13,Mycobacterium phage Bernal13,1617,NA,NA,NA,NA,2,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Bruin,Mycobacterium phage Bruin,1618,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Veracruzvirus,Veracruzvirus BTCU1,Mycobacterium phage BTCU-1,1619,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Contagion,Mycobacterium phage Contagion,1620,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage DrDrey,Mycobacterium phage DrDrey,1621,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Dumbo,Mycobacterium phage Dumbo,1622,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Fromanvirus,Mycobacterium phage First,Mycobacterium phage First,1623,NA,NA,2,NA,1,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Kostyavirus eureka,Mycobacterium phage Goku,1624,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage HufflyPuff,Mycobacterium phage HufflyPuff,1625,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Lilac,Mycobacterium phage Lilac,1626,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Kostyavirus toto,Mycobacterium phage Mindy,1627,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Pinnievirus,Pinnievirus moorethemaryer,Mycobacterium phage MOOREtheMARYer,1628,NA,NA,NA,NA,NA,1,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Murphy,Mycobacterium phage Murphy,1629,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Nala,Mycobacterium phage Nala,1630,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage NelitzaMV,Mycobacterium phage NelitzaMV,1631,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage PhatBacter,Mycobacterium phage PhatBacter,1632,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Phaux,Mycobacterium phage Phaux,1633,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Phrux,Mycobacterium phage Phrux,1634,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Kostyavirus,Mycobacterium phage Quink,Mycobacterium phage Quink,1635,NA,1,NA,NA,NA,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Keshuvirus,Keshuvirus shedlockholmes,Mycobacterium phage ShedlockHolmes,1636,NA,NA,NA,NA,1,NA,NA
NA,Uroviricota,Caudoviricetes,c_Caudoviricetes,c_Caudoviricetes,Backyardiganvirus,Mycobacterium phage Wile,Mycobacterium phage Wile,1637,NA,1,NA,NA,NA,NA,NA
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium phlei,Mycobacterium phlei,1638,9,5,3,5,5,5,4
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium rhodesiae,Mycobacterium rhodesiae,1639,5,7,4,4,2,3,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacter,Mycolicibacter sinensis,Mycobacterium sinense,1640,NA,6,2,1,2,3,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,Mycobacterium smegmatis,1641,4,6,9,3,2,3,3
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. djl-10,Mycobacterium sp. djl-10,1642,3,5,9,2,6,6,4
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. EPa45,Mycobacterium sp. EPa45,1643,4,1,1,NA,1,3,3
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. JLS,Mycobacterium sp. JLS,1644,2,2,1,2,1,2,NA
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. JS623,Mycobacterium sp. JS623,1645,2,4,6,1,4,2,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. KMS,Mycobacterium sp. KMS,1646,2,2,1,2,1,3,NA
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MCS,Mycobacterium sp. MCS,1647,2,2,1,2,1,3,NA
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. MOTT36Y,Mycobacterium sp. MOTT36Y,1648,2,5,6,2,NA,NA,5
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,Mycobacterium sp. NRRL B-3805,1649,3,7,3,3,2,NA,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. QIA-37,Mycobacterium sp. QIA-37,1650,1,2,NA,3,2,NA,6
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. VKM Ac-1817D,Mycobacterium sp. VKM Ac-1817D,1651,5,4,3,4,2,1,6
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium adipatum,Mycobacterium sp. YC-RL4,1652,4,4,8,2,2,NA,3
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,Mycobacterium tuberculosis,1653,1,4,1,1,NA,1,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vaccae,Mycobacterium vaccae,1654,12,5,14,6,9,3,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vanbaalenii,Mycobacterium vanbaalenii,1655,3,7,5,1,3,3,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,Mycobacterium yongonense,1656,1,3,5,1,NA,NA,3
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis agalactiae,Mycoplasma agalactiae,1657,2,NA,NA,1,1,3,3
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis arginini,Mycoplasma arginini,1658,NA,NA,NA,NA,NA,NA,2
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma arthritidis,Mycoplasma arthritidis,1659,NA,1,NA,NA,NA,1,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis bovis,Mycoplasma bovis,1660,NA,NA,1,NA,1,1,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica,Mycoplasma californicum,1661,NA,NA,NA,NA,NA,2,NA
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma canadense,Mycoplasma canadense,1662,NA,NA,NA,NA,NA,NA,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis canis,Mycoplasma canis,1663,NA,1,NA,NA,NA,3,NA
NA,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma capricolum,Mycoplasma capricolum,1664,1,NA,NA,NA,NA,1,1
NA,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma crocodyli,Mycoplasma crocodyli,1665,NA,NA,NA,NA,1,2,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis cynos,Mycoplasma cynos,1666,1,1,NA,2,NA,2,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis fermentans,Mycoplasma fermentans,1667,NA,NA,NA,NA,1,3,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoides gallisepticum,Mycoplasma gallisepticum,1668,4,NA,2,1,1,2,1
NA,Mycoplasmatota,p_Mycoplasmatota,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoides genitalium,Mycoplasma genitalium,1669,1,NA,NA,1,NA,NA,NA
NA,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma haemocanis,Mycoplasma haemocanis,1670,NA,NA,NA,NA,NA,2,NA
